0.320366	0.788064	-0.525662	
-0.080025	-0.095393	-0.992218	
-0.724024	-0.310921	0.615725	
-0.759889	0.467710	-0.451460	
-0.126948	-0.896540	0.424383	
0.369251	-0.461403	-0.806698	
-0.000463	-0.629848	-0.776718	
-0.252542	-0.909353	0.330606	
-0.396228	0.834286	0.383367	
0.114221	-0.798522	0.591029	
-0.644072	0.058849	0.762698	
0.056971	0.926150	0.372828	
-0.066910	0.149424	-0.986507	
0.813987	-0.495679	-0.302865	
0.767912	-0.469213	0.436063	
-0.151867	0.762887	-0.628443	
0.193956	0.970291	-0.144626	
-0.840511	-0.455438	-0.293458	
0.273478	0.869454	-0.411412	
-0.579874	-0.499320	0.643759	
-0.441923	0.875181	-0.196880	
0.025207	-0.367104	0.929838	
-0.612989	0.427429	0.664491	
0.092289	0.563324	-0.821066	
0.496346	0.425677	-0.756598	
0.938571	0.078616	0.336012	
-0.125613	0.556048	0.821604	
-0.039491	-0.943707	-0.328416	
0.297415	0.175041	-0.938565	
0.335944	-0.759534	-0.557001	
0.944580	-0.324844	0.047377	
0.402743	0.561608	0.722769	
-0.458907	0.516163	-0.723174	
0.186190	0.807332	-0.559954	
0.137056	0.726502	-0.673357	
0.628868	0.753617	-0.191277	
0.863207	-0.358740	-0.355218	
-0.766909	0.341369	-0.543431	
0.211948	-0.512383	0.832191	
0.306663	-0.299285	0.903541	
-0.756044	0.264074	0.598885	
-0.104620	0.994512	0.000095	
0.183620	0.625945	-0.757942	
-0.545696	-0.822729	0.159163	
0.492842	0.457830	0.739931	
0.908861	-0.382714	0.165835	
-0.867392	-0.016202	-0.497361	
0.411806	-0.383732	0.826539	
-0.986773	0.161975	0.006567	
0.000465	0.834301	-0.551309	
0.810765	0.539940	-0.226107	
-0.988567	-0.120585	-0.090528	
-0.195857	-0.845953	0.495988	
-0.654672	-0.689710	-0.309361	
0.347829	0.463756	-0.814828	
-0.924739	0.012027	0.380411	
-0.204778	-0.963525	0.172297	
0.201242	0.882218	0.425667	
-0.555971	-0.825495	-0.097232	
0.309158	0.916855	0.252584	
0.006314	-0.470184	-0.882546	
-0.147336	0.848030	-0.509056	
-0.857911	-0.087567	0.506281	
-0.581332	0.238193	0.778022	
-0.576990	0.816583	0.016589	
0.489740	0.011770	-0.871789	
-0.923949	0.245559	-0.293289	
-0.585989	0.424423	-0.690277	
0.416242	0.784069	0.460411	
-0.097970	0.909624	-0.403716	
0.730921	0.679418	0.064391	
0.186230	-0.248982	0.950435	
0.266120	0.305398	-0.914282	
-0.135212	0.982334	0.129371	
-0.980650	0.119768	-0.154862	
-0.571444	0.725426	-0.383678	
-0.871816	0.476682	-0.112743	
-0.402378	-0.746892	0.529381	
0.320853	-0.945964	0.046963	
-0.554590	0.648561	0.521343	
0.880053	0.163762	0.445745	
